,Unnamed: 0.1,Unnamed: 0,CNPJ B,CNPJ O,CNPJ DV,MATRIZ/FIL,NOME FANT,STC,DATA STC,MOTIVO STC,CD EXT,PAIS,DT IN ATV,CNAE PRINCP,CNAE SECND,TIPO LOGR,LOGRD,NUMERO,COMPLEMENTO,BAIRRO,CEP,UF,MUNICIPIO,DDD1,TELEFONE1,DDD2,TELEFONE2,DDDFAX,FAX,CORREIO ELET,ST ESPC,DATA ST ESPC,CNAE PRINCIP
80,80,66,23921858,1,94,1,ATENDILAR,2,2016-01-07,0,,,2016-01-07,Outras atividades de serviços pessoais não especificadas anteriormente,"4321500,7319002,4322301,4330404,4399103,3329501",RUA,ZE PAJE,210,LETRA A,CENTRO,63400000.0,CE,1375,88.0,92860250.0,,,,,ATENDILARLIMPEZACEDROCE@GMAIL.COM,,,9609299
81,81,67,24083536,1,86,1,SINTRAF CEDRO CE,2,2016-01-22,0,,,2016-01-22,Atividades de organizações sindicais,,RUA,RUA PADRE SA,240,,CENTRO,63400000.0,CE,1375,88.0,96780935.0,,,,,,,,9420100
82,82,68,24299940,1,91,1,FALCAO SERVICOS ELETRICOS,2,2016-03-03,0,,,2016-03-03,Instalação e manutenção elétrica,,RUA,LIDUINA ALVES DE MELO,148 A,,FATIMA,63400000.0,CE,1375,88.0,99497402.0,,,,,ferreiradasilva2011@hotmail.com,,,4321500
83,83,69,24629823,1,49,1,SD - CEDRO,2,2019-06-07,0,,,2016-03-17,Atividades de organizações políticas,,RUA,SENADOR JOAO TOME,78,,CENTRO,63400000.0,CE,1375,85.0,99273847.0,,,,,ALVAROGUEDESJUCA@GMAIL.COM,,,9492800
84,84,70,26533462,1,68,1,S & T CALCADOS,2,2016-11-13,0,,,2016-11-13,Comércio varejista de calçados,,RUA,Dep. Liberato Moacir Aguiar,124,,Centro,63400000.0,CE,1375,88.0,92225081.0,,,,,suellylima0607@hotmail.com,,,4782201
85,85,71,27138765,1,49,1,LIDER EMPRESARIAL,2,2017-02-17,0,,,2017-02-17,Casas de festas e eventos,"5223100,8230001",RUA,CORONEL JOAO CANDIDO,36,,CENTRO,63400000.0,CE,1375,88.0,96697800.0,,,,,LIDEREMPRESARIALCEDRO@GMAIL.COM,,,8230002
86,86,73,29597208,1,11,1,MERCANTIL BARROS,2,2018-02-01,0,,,2018-02-01,Comércio varejista de bebidas,"4721103,4789005,4772500",RUA,PREFEITO ANTONIO ALVES DOS SANTOS,60,,FATIMA,63400000.0,CE,1375,88.0,97781361.0,,,,,,,,4723700
87,87,74,30274350,1,7,1,CRISTAL DOCES,2,2018-04-23,0,,,2018-04-23,Fornecimento de alimentos preparados preponderantemente para consumo domiciliar,5612100,1A RUA,JOSE PACIFICO DA SILVA,42,,PRADO,63400000.0,CE,1375,88.0,94499122.0,,,,,LINDALVASSOLIVEIRA@GMAIL.COM,,,5620104
88,88,0,28768439,1,88,1,NALDINHO LANCHES,2,2017-10-02,0,,,2017-10-02,"Lanchonetes, casas de chá, de sucos e similares","4721102,4723700,4729699",RUA,SAO JOSE,800,,CENTRO,63400000.0,CE,1375,88.0,92776101.0,,,,,naldinhotelex@gmail.com,,,5611203
89,89,2,34658805,1,49,1,PIZZARIA IGUATUENSE,2,2019-08-26,0,,,2019-08-26,Restaurantes e similares,"5620102,5620101,4723700",RUA,SENADOR JOAO TOME,106,,CENTRO,63400000.0,CE,1375,88.0,92079477.0,,,,,ADSCEDRO@GMAIL.COM,,,5611201
90,90,3,34677488,1,8,1,CEDRO BOLOS,2,2019-08-27,0,,,2019-08-27,Fabricação de produtos de padaria e confeitaria com predominância de produção própria,4723700,10A AVENIDA,PEDRO LOPES VIEIRA,340,,CENTRO,63400000.0,CE,1375,88.0,93116700.0,,,,,clebio.contabilidade@hotmail.com,,,1091102
91,91,4,34737861,1,79,1,MERCEARIA RF,2,2019-09-02,0,,,2019-09-02,Comércio varejista de bebidas,"4721103,4755502,4772500,4789005",RUA,MONSENHOR ANTONIO VIEIRA COSTA,388,,ALTO DO PADEIRO,63400000.0,CE,1375,88.0,99920584.0,,,,,LIMACLAUDIA812@GMAIL.COM,,,4723700
92,92,5,34992794,1,39,1,POUSADA TUCANO,2,2022-01-25,0,,,2019-09-25,Hotéis,"5590603,5611201,5620102,9329899",AVENIDA,CEL MANOEL ALEXANDRE DE MOURA,2053,,PEGA AVOANTE,63400000.0,CE,1375,88.0,35461252.0,88.0,81075858.0,88.0,99949911.0,JEA_CONTABIL@HOTMAIL.COM,,,5510801
93,93,6,35587598,1,41,1,ESPACO DE PSICOTERAPIA INFANTO JUVENIL,2,2019-11-21,0,,,2019-11-21,Atividades de psicologia e psicanálise,,RUA,JOAO CANDIDO,36,,CENTRO,63400000.0,CE,1375,88.0,35812381.0,,,,,EVOLUTTION_CONTABILIDADE@OUTLOOK.COM,,,8650003
94,94,8,37116521,1,19,1,JEPLANEJADOS,2,2020-05-12,0,,,2020-05-12,"Instalação de portas, janelas, tetos, divisórias e armários embutidos de qualquer material","4321500,3102100,2512800,4754701,2539001,4930204,4744001,3103900",RUA,03,25,,JARDIM AFONSO CELSO,63400000.0,CE,1375,88.0,97690176.0,,,,,JWR.S1533@GMAIL.COM,,,4330402
95,95,9,37949586,1,45,1,CASA DA RACAO,2,2020-08-03,0,,,2020-08-03,Comércio varejista de animais vivos e de artigos e alimentos para animais de estimação,"4712100,4723700,4744099",RUA,SENADOR JOAO TOME,009,,CENTRO,63400000.0,CE,1375,88.0,96179874.0,,,,,CLEBIO.CONTABILIDADE@HOTMAIL.COM,,,4789004
96,96,10,39522481,1,30,1,TOURO PRIME,2,2020-10-22,0,,,2020-10-22,Comércio varejista de carnes - açougues,4723700,RUA,MONSENHOR ANTONIO VIEIRA COSTA,262,,ALTO DO PADEIRO,63400000.0,CE,1375,88.0,96680770.0,,,,,TOUROPRIME@GMAIL.COM,,,4722901
97,97,11,40348321,1,4,1,FRANCINALDO DE SOUZA ALVES 03010612616,2,2021-01-12,0,,,2021-01-12,Preparação de documentos e serviços especializados de apoio administrativo não especificados anteriormente,"8219901,4751202,1822901",10A RUA,SITIO ESPERANCA,SN,,SANTO ANTONIO,63400000.0,CE,1375,88.0,96331213.0,,,,,FRANCINALDOCEDRO@HOTMAIL.COM,,,8219999
98,98,12,40402929,1,61,1,MARKETING NO ALVO,2,2021-01-14,0,,,2021-01-14,"Atividades de pós-produção cinematográfica, de vídeos e de programas de televisão não especificadas anteriormente",5819100,11A RUA,NOSSA SENHORA DA CONCEICAO,42,,VARZEA DA CONCECAO,63400000.0,CE,1375,88.0,98157129.0,,,,,JPVARZEA255@HOTMAIL.COM,,,5912099
99,99,13,41188568,1,65,1,SEGURANCA SHALCOM,2,2021-03-12,0,,,2021-03-12,Atividades de vigilância e segurança privada,"8230001,9602501",RUA,MARECHAL DEODORO,147,,ACUDE NOVO,63400000.0,CE,1375,88.0,99227710.0,,,,,JADSONBEZERRA_3@HOTMAIL.COM,,,8011101
100,100,14,41873843,1,80,1,MIL ENCANTOS DA LU,2,2021-05-09,0,,,2021-05-09,Comércio varejista de artigos do vestuário e acessórios,"4789003,1412603,1412602,4789001,1340501,1413403,4755502,4772500,3299005,1813099",10A RUA,CORONEL CAETANO AFONSO,383,,CENTRO,63400000.0,CE,1375,85.0,96628012.0,,,,,LUCINEIDEALVESCEDRO@GMAIL.COM,,,4781400
101,101,15,42470172,1,79,1,MOCINHA MANICURE,2,2021-06-25,0,,,2021-06-25,"Cabeleireiros, manicure e pedicure",,11A TRAVESSA,BELO HORIZONTE,210,CASA PROPRIA,PRADO,63400000.0,CE,1375,88.0,94389031.0,,,,,JACUZEIRO@GMAIL.COM,,,9602501
102,102,18,43272039,1,70,1,SANTANA VEICULOS,2,2021-08-25,0,,,2021-08-25,Comércio a varejo de peças e acessórios novos para  motocicletas e motonetas,"4541207,4530705,4530703,4530704",RUA,JADELGENA DE ARAUJO SILVA,400,,CENTRO,63400000.0,CE,1375,88.0,98607019.0,,,,,JADECEDRO@HOTMAIL.COM,,,4541206
103,103,19,39474627,1,10,1,K BURGER DELIVERY,2,2020-10-19,0,,,2020-10-19,"Lanchonetes, casas de chá, de sucos e similares","5620104,4712100,4729699,5611201,8230002",10A RUA,SENADOR JOAO TOME,351-A,LOJA,CENTRO,63400000.0,CE,1375,88.0,96866120.0,,,,,MATHEUSKBURGUER@GMAIL.COM,,,5611203
104,104,20,44160033,1,74,1,ALEXANDRE LUBRIFICANTES,2,2021-11-08,0,,,2021-11-08,Comércio varejista de produtos saneantes domissanitários,3811400,RUA,ANTONIO CLEZIO TEIXEIRA DE MOURA,120,,FATIMA,63400000.0,CE,1375,88.0,99796022.0,,,,,ALESSANDRESILVACEDRO@GMAIL.COM,,,4789005
105,105,21,44773625,1,61,1,SALGADARIA SOARES,2,2022-01-06,0,,,2022-01-06,"Lanchonetes, casas de chá, de sucos e similares",,RUA,FRANCISCO CHAGAS DE AQUINO,163,CONJ LADO DA CASA DE JUNHO DO FRANGO,ACUDE NOVO,63400000.0,CE,1375,88.0,99973856.0,,,,,YGOR1VALENTI@GMAIL.COM,,,5611203
106,106,22,46488872,1,41,1,JD SHOPPING,2,2022-05-22,0,,,2022-05-22,"Comércio varejista de cosméticos, produtos de perfumaria e de higiene pessoal","4781400,4789099,4763602,4755503,4782201,4783102,4783101",10A RUA,SINHA DINIZ,27,CASA,JARDIM AFONSO CELSO,63400000.0,CE,1375,88.0,92102627.0,,,,,CLAUDIORAMALH01234@GMAIL.COM,,,4772500
107,107,23,46735658,1,42,1,RJ OFICINA CEDRO,2,2022-06-09,0,,,2022-06-09,Manutenção e reparação de motocicletas e motonetas,"4530705,4530703,4520001,4757100",10A RUA,JOSE AIRTON DE SOUZA,328,,PRADO,63400000.0,CE,1375,88.0,99335918.0,,,,,AGBERTO1234@HOTMAIL.COM,,,4543900
108,108,24,46964655,1,80,1,OPTICA SOUZA,2,2022-06-29,0,,,2022-06-29,Comércio varejista de artigos de óptica,,RUA,VICENTE VIANA,557,,CENTRO,63400000.0,CE,1375,88.0,82172044.0,,,,,FRANCELIAFLORENCODESOUZAFRANCE@GMAIL.COM,,,4774100
109,109,25,47587504,1,13,1,MERCADINHO PADRE CICERO,2,2022-08-16,0,,,2022-08-16,Comércio varejista de produtos alimentícios em geral ou especializado em produtos alimentícios não especificados anteriormente,"4742300,4744003,4723700,4721103,4721102,4772500,4782201,4789005",RUA,ANTONIO VIANA DE ARAUJO,419,,FATIMA,63400000.0,CE,1375,88.0,93593878.0,,,,,MERCADINHOPADRECICEROCEDRO@GMAIL.COM,,,4729699
110,110,28,48428335,1,31,1,EDSON MARCENARIA,2,2022-10-27,0,,,2022-10-27,"Fabricação de móveis de outros materiais, exceto madeira e metal","3101200,3102100,9529105,3329501",SITIO,MARRECA,10,,ZONA RURAL,63400000.0,CE,1375,88.0,96648877.0,,,,,ARAUJOFCO2@YAHOO.COM,,,3103900
111,111,29,19921115,2,28,2,FUNERARIA RAINHA DO SERTAO,2,2022-11-11,0,,,2022-11-11,Atividades funerárias e serviços relacionados não especificados anteriormente,"4530705,4763602,4773300,4774100,4789099,5620101,7711000,7733100,8630504,9603304,9603305",TRAVESSA,APARECIDA HOLANDA,5,,CENTRO,63400000.0,CE,1375,88.0,34123730.0,,,,,CIEMSR7@HOTMAIL.COM,,,9603399
112,112,30,48950146,1,24,1,UFV VIP CE IX,2,2022-12-21,0,,105.0,2022-12-21,"Aluguel de outras máquinas e equipamentos comerciais e industriais não especificados anteriormente, sem operador","3313999,4321500,4322301,6810202",RODOVIA,CE-153,SN,,ZONA RURAL,63400000.0,CE,1375,74.0,88527395.0,0.0,0.0,,,CONTABILIDADEMAPACONT@HOTMAIL.COM,,,7739099
113,113,32,49759263,1,78,1,ROSA DE SARON VARIEDADES,2,2023-03-01,0,,,2023-03-01,Comércio varejista de artigos do vestuário e acessórios,"4789099,4755503,4782201,4783102,4774100",RUA,OBI JUCA DINIZ,212,,RODOVIARIA,63400000.0,CE,1375,88.0,81265423.0,,,,,SILVABESERRAM@GMAIL.COM,,,4781400
114,114,33,50007942,1,70,1,VERDES VALLES CASA DE RACAO,2,2023-03-21,0,,,2023-03-21,Comércio varejista de animais vivos e de artigos e alimentos para animais de estimação,,AVENIDA,VEREADOR PEDRO LOPES VIEIRA,304,,CENTRO,63400000.0,CE,1375,88.0,92942736.0,,,,,HEINSENBERG988@GMAIL.COM,,,4789004
115,115,35,50657858,1,0,1,SAWTT ENGENHARIA,2,2023-05-12,0,,105.0,2023-05-12,Instalação e manutenção elétrica,"3321000,3329599,3701100,3702900,3811400,3821100,4110700,4120400,4213800,4221902,4221903,4221904,4221905,4222701,4292801,4299501,4313400,4322301,4322303,4330402,4330403,4330404,4399103,4399105,7111100,7112000,7119703,7732201,8130300",RUA,VER SALUSTIANO MOURA,414,SALA  3,CENTRO,63400000.0,CE,1375,88.0,99240454.0,0.0,0.0,,,CONTATO@NBSOLUCOESEMENERGIA.COM,,,4321500
116,116,36,3957987,1,25,1,PARTIDO PROGRESSISTA - PP,2,2020-05-29,0,,,2000-07-25,Atividades de organizações políticas,,RUA,JOEL PASSOS,830,,CENTRO,63400000.0,CE,1375,,,,,,,,,,9492800
117,117,38,4262289,1,78,1,EEIF AMIGUINHOS DE INFANCIA,2,2005-11-03,0,,,2001-01-17,Ensino fundamental,,AVENIDA,PEDRO LOPES VIEIRA,33,,CENTRO,63400000.0,CE,1375,,,,,,,AMIGUINHOSDEINFANCIA@GMAIL.COM,,,8513900
118,118,44,41339961,1,2,1,ASCOVAM,2,2005-11-03,0,,,1993-10-26,Atividades de associações de defesa de direitos sociais,"9493600,9499500",SITIO,VALE DO MACHADO,SN,,CAIANA,63400000.0,CE,1375,88.0,94704192.0,88.0,98704323.0,,,,,,9430800
119,119,45,23495849,1,89,1,ARMARINHO FREI DAMIAO,2,2005-11-03,0,,,1988-09-19,Comercio varejista de artigos de armarinho,,RUA,DR FRANCISCO SA,S N,,CENTRO,63400000.0,CE,1375,,,,,,,,,,4755502
120,120,46,7812241,1,84,1,CEDRO PREFEITURA DEPARTAMENTO DE FINANCAS,2,2005-11-03,0,,,1974-12-30,Administração pública em geral,,RUA,CEL LUIZ FELIPE,299,,CENTRO,63400000.0,CE,1375,88.0,5640120.0,,,88.0,5640178.0,,,,8411600
121,121,49,4611997,1,77,1,CDL / CEDRO,2,2001-04-20,0,,,2001-04-20,Atividades de organizações associativas patronais e empresariais,,RUA,RUA ADAUTO CASTELO,161,,CENTRO,63400000.0,CE,1375,88.0,35640315.0,,,,,toinhobatista@hotmail.com,,,9411100
122,122,50,139726,1,0,1,ATACADAO DAS SACOLAS,2,2005-11-03,0,,,1994-08-10,Comércio varejista de materiais de construção em geral,4789099,RUA,VEREADOR SALUSTIANO MOURA,593,,CENTRO,63400000.0,CE,1375,88.0,99512763.0,,,,,clebio@brisanet.com.br,,,4744099
123,123,51,7647472,1,80,1,ARMAZEM NAO ME DEIXE,2,2005-11-03,0,,,1985-02-11,"Comércio varejista de mercadorias em geral, com predominância de produtos alimentícios - minimercados, mercearias e armazéns",,RUA,CEL JOSE DE ALBUQUERQUE,S N,,CENTRO,63400000.0,CE,1375,,,,,,,,,,4712100
124,124,52,7441278,1,43,1,LABORATORIO DE ANALISES CLINICAS RUTH LANDIM,2,2005-06-10,0,,,2005-06-10,Laboratórios clínicos,,RUA,CEL CELSO ARAUJO,118,,CENTRO,63400000.0,CE,1375,88.0,35640048.0,,,,,,,,8640202
125,125,53,8778823,1,54,1,SUPER MINIMERCADOS DA DIVISAO,2,2007-04-02,0,,,2007-04-02,Correspondentes de instituições financeiras,1822901,RUA,ADAUTO CATELO,396,,CENTRO,63400000.0,CE,1375,88.0,35641091.0,,,,,,,,6619302
126,126,54,9548649,1,16,1,PAULINHO MOVEIS,2,2008-05-08,0,,,2008-05-08,Comércio varejista de móveis,4753900,RUA,VEREAADOR SALUSTIANO MOURA,402,,CENTRO,63400000.0,CE,1375,88.0,99512763.0,,,,,,,,4754701
127,127,55,9564927,1,29,1,CEDRO TRANSPORTES,2,2008-05-20,0,,,2008-05-20,"Transporte rodoviário de carga, exceto produtos perigosos e mudanças, intermunicipal, interestadual e internacional","4120400,4213800,4292801,4312600,4321500,4322302,4330404,4511101,4921301,4921302,4922103,4923002,4929901,4929902,4929903,4929904,4929999,4930201,4930204,5250803,7020400,7111100,7112000,7119701,7711000,7719599,7731400,7732201,7739099,7911200",RUA,PADRE EMIDIO LEMOS,31,,CENTRO,63400000.0,CE,1375,85.0,99900023.0,85.0,99956734.0,,,CEDROTRANSPORTES@BOL.COM.BR,,,4930202
128,128,56,10744098,7,30,2,INSTITUTO FEDERAL DO CEARA - CAMPUS CEDRO,2,2009-01-07,0,,,2009-01-07,Educação profissional de nível tecnológico,"8541400,8532500,8533300",AVENIDA,JOSE QUINTINO,SN,,PRADO,63400000.0,CE,1375,88.0,35641000.0,,,,,,,,8542200
129,129,58,11065997,1,84,1,CARVALHO CONSULTORIA E PROJETOS,2,2009-08-14,0,,,2009-08-14,"Outras atividades profissionais, científicas e técnicas não especificadas anteriormente","7020400,8599604,7320300",GALERIA,BACANA,30,,CENTRO,63400000.0,CE,1375,85.0,99193556.0,,,,,,,,7490199
130,130,59,11456300,1,4,1,KAMYLLE LANCHES,2,2010-01-05,0,,,2010-01-05,Comércio varejista de produtos alimentícios em geral ou especializado em produtos alimentícios não especificados anteriormente,"9511800,7732201,6190699,4723700,4721103,8219901,7733100,4329101,4330402,0161003,7719599,4929903,7739003,4761003,4399103",RUA,CEL CELSO ARAUJO,223,,FATIMA,63400000.0,CE,1375,88.0,99681728.0,,,,,EDILEUZAZULMIRA2@GMAIL.COM,,,4729699
131,131,62,16784573,1,93,1,ASSISTENCIA FAMILIAR PARAISO - AFAP,2,2012-08-07,0,,,2012-08-07,Serviços de funerárias,"4761003,4774100,4789002,9603399",RUA,ADAUTO CASTELO,393,,CENTRO,63400000.0,CE,1375,88.0,97954053.0,88.0,97113362.0,,,NETOCEDRO2008@HOTMAIL.COM,,,9603304
132,132,63,16929361,1,57,1,LOVE CABIDE,2,2020-12-07,0,,,2012-09-28,Comércio varejista de artigos do vestuário e acessórios,"1411802,1412603",RUA,CEL LUIZ FELIPE,150,,CENTRO,63400000.0,CE,1375,85.0,34942696.0,,,,,MEUCONTADOR@EXAMEAUDITORIA.COM.BR,,,4781400
133,133,66,19663721,1,0,1,MEDEIROS HIDRO ELETRO,2,2014-01-30,0,,,2014-01-30,Comércio varejista de ferragens e ferramentas,"4742300,4741500",RUA,SAO JOSE,906,,CENTRO,63400000.0,CE,1375,88.0,92164380.0,,,,,JCCONT@BRISANET.COM.BR,,,4744001
134,134,67,20152873,1,27,1,IVONEIDE & CIA,2,2014-04-28,0,,,2014-04-28,Comércio varejista de produtos alimentícios em geral ou especializado em produtos alimentícios não especificados anteriormente,,RUA,VER. ANTONIO VIANA DE ARAUJO,302,,CENTRO,63400000.0,CE,1375,88.0,99219156.0,,,,,evilauvesjunior@bol.com.br,,,4729699
135,135,68,20840996,1,50,1,SERRAMEL,2,2014-06-30,0,,,2014-06-30,Atividades associativas não especificadas anteriormente,0159801,SITIO,SERRARIA,S/N,: VARZEA DA CONCEICAO;,ZONA RURAL,63400000.0,CE,1375,88.0,35810452.0,,,,,,,,9499500
136,136,69,3648344,17,67,2,SENAC CEDRO,2,2014-12-19,0,,,2014-12-19,Outras atividades de ensino não especificadas anteriormente,,RUA,ADAUTO CASTELO,222-A,,CENTRO,63400000.0,CE,1375,85.0,32705434.0,85.0,32705433.0,,,GEFINFISCAL@CE.SENAC.BR,,,8599699
137,137,0,24534924,1,36,1,MERCADINHO JR,2,2016-04-06,0,,,2016-04-06,"Lojas de variedades, exceto lojas de departamentos ou magazines",,RUA,Sao Jose,1673,CASA,Pega Avoante,63400000.0,CE,1375,88.0,96185216.0,,,,,annapaula_saraiva@yahoo.com.br,,,4713002
138,138,1,24671198,1,1,1,P M B,2,2019-10-31,0,,,2016-03-15,Atividades de organizações políticas,,RUA,RUA 1 CASA 22,22,,CONJUNTO HABITACIONAL,63400000.0,CE,1375,85.0,99988306.0,,,,,MARIASILESIA@HOTMAIL.COM,,,9492800
139,139,2,24831993,1,1,1,ESTELA'S ESTUDIO DE ESTETICA & BELEZA DA MULHER,2,2016-05-19,0,,,2016-05-19,Atividades de estética e outros serviços de cuidados com a beleza,"9602501,4781400,4772500",RUA,SAO JOSE,800  A,,CENTRO,63400000.0,CE,1375,88.0,99270618.0,,,,,mariaestela2013@gmail.com,,,9602502
140,140,3,15642964,1,0,1,PODEMOS CEDRO CE,2,2020-08-19,0,,,2012-05-30,Atividades de organizações políticas,,AVENIDA,VEREADOR PEDRO LOPES VIEIRA,572,,CENTRO,63400000.0,CE,1375,85.0,97480001.0,,,,,,,,9492800
141,141,5,26358795,1,6,1,SONHO INFANTIL,2,2016-10-16,0,,,2016-10-16,Comércio varejista de outros produtos não especificados anteriormente,"4763601,4781400,4782201",RUA,ANTONIO VALDER VIANA,191,,CENTRO,63400000.0,CE,1375,85.0,97485577.0,,,,,talitaacm@gmail.com,,,4789099
142,142,8,28197356,1,86,1,SALUTE CLINICA,2,2017-07-17,0,,,2017-07-17,Atividade médica ambulatorial restrita a consultas,"8630502,8630504,8640202,8640205,8640207,8650003,8650004,8650006",RUA,CEL CELSO ALVES DE ARAUJO,124,,FATIMA,63400000.0,CE,1375,88.0,96780935.0,,,,,,,,8630503
143,143,10,28737368,1,56,1,POUSADA MEDEIROS,2,2017-09-27,0,,,2017-09-27,Hotéis,"5611204,5611203",RUA,SENADOR JOAO TOME,363,,CENTRO,63400000.0,CE,1375,88.0,96554666.0,,,,,MILTONMEDEIROSMM@HOTMAIL.COM,,,5510801
144,144,12,29234287,1,4,1,CEDRO ACO,2,2017-12-08,0,,,2017-12-08,Comércio varejista de ferragens e ferramentas,4723700,RUA,Jose Page,51,CASA,Centro,63400000.0,CE,1375,88.0,99055161.0,,,,,valdetario-ce@hotmail.com,,,4744001
145,145,13,29244345,1,72,1,MUNDINHA PERFUMES & COSMETICOS,2,2017-12-11,0,,,2017-12-11,"Comércio varejista de cosméticos, produtos de perfumaria e de higiene pessoal",,RUA,CEL JOSE GABRIEL DINIZ,47,,CENTRO,63400000.0,CE,1375,88.0,96612047.0,,,,,,,,4772500
146,146,14,29595016,1,76,1,MERCADINHO DIAS,2,2018-02-01,0,,,2018-02-01,Comércio varejista de produtos alimentícios em geral ou especializado em produtos alimentícios não especificados anteriormente,"4781400,4723700,4789005,4782201,4772500",AVENIDA,ROSITA AFONSO,35,,JARDIM AFONSO CELSO,63400000.0,CE,1375,88.0,97116270.0,,,,,mercadinhodiasjardimafonso@gmail.com,,,4729699
147,147,15,30072239,1,38,1,FLACON DE PARFUM,2,2018-03-29,0,,,2018-03-29,"Comércio varejista de cosméticos, produtos de perfumaria e de higiene pessoal",7319002,GALERIA,LORIVAL CORREIA,42,,CENTRO,63400000.0,CE,1375,88.0,96777879.0,,,,,CONTABILIDADEESIMPLES@GMAIL.COM,,,4772500
148,148,17,30206412,1,43,1,ESQUINA DO PASTEL,2,2018-04-16,0,,,2018-04-16,"Lanchonetes, casas de chá, de sucos e similares",4723700,RUA,TABELIAO RAIMUNDO DOS SANTOS,115,,FATIMA,63400000.0,CE,1375,88.0,99291652.0,,,,,JULIELDERFELIX31@HOTMAIL.COM,,,5611203
149,149,18,30464281,1,2,1,MJ OFICINA E BORRACHARIA.,2,2018-05-15,0,,,2018-05-15,Serviços de manutenção e reparação mecânica de veículos automotores,,AVENIDA,PEDRO LOPES VIEIRA,316,,CENTRO,63400000.0,CE,1375,88.0,0.0,,,,,marybezerra06@hotmail.com,,,4520001
150,150,19,32468698,1,60,1,OTICA DO TRABALHADOR CEDRENSE,2,2019-01-16,0,,,2019-01-16,Comércio varejista de artigos de óptica,"4783101,4783102",RUA,ADAUTO CASTELO,329,TERREO,CENTRO,63400000.0,CE,1375,88.0,98587479.0,,,,,VANUSAOTICA@GMAIL.COM,,,4774100
151,151,21,33372307,1,72,1,LINO MOTO PECAS E SERVICOS,2,2019-04-16,0,,,2019-04-16,Serviços de borracharia para veículos automotores,4541206,RUA,JOAO BATISTA MORENO,36,,VARZEA DA CONCEICAO,63400000.0,CE,1375,88.0,81335127.0,,,,,flamengao1998@gmail.com,,,4520006
152,152,22,33652331,1,65,1,ASNA CONSTRUCOES E SERVICOS,2,2019-05-17,0,,,2019-05-17,Instalação e manutenção elétrica,"4789002,3101200,4329101,4330404,8592902,5320202,4322303,4322301,2599301,3299003,2539001,4399103,1622699,4520002",AVENIDA,PEDRO LOPES VIEIRA,666,,CENTRO,63400000.0,CE,1375,88.0,99335918.0,,,,,AGBERTO1234@HOTMAIL.COM,,,4321500
153,153,23,33782623,1,12,1,MATEUS MOTOS,2,2019-05-30,0,,,2019-05-30,Comércio a varejo de motocicletas e motonetas usadas,7490104,RUA,ADAUTO CASTELO,385,,CENTRO,63400000.0,CE,1375,88.0,98064471.0,,,,,MATEUSMOTOSCEDRO@OUTLOOK.COM,,,4541204
154,154,25,34573711,1,77,1,AGROFARMA RANGEL,2,2019-08-19,0,,,2019-08-19,Comércio varejista de medicamentos veterinários,"4744001,4789002,4789004",RUA,ANTONIO VALDER VIANA,96,TERREO,CENTRO,63400000.0,CE,1375,88.0,98724122.0,,,,,LIDIARANGELVET@GMAIL.COM,,,4771704
155,155,26,35190238,1,1,1,PIZZARIA CANAA,2,2019-10-15,0,,,2019-10-15,"Lanchonetes, casas de chá, de sucos e similares",5620102,RUA,PROFESSOR NATANAEL CORTEZ,955,TERREO,PRADO,63400000.0,CE,1375,88.0,99866269.0,,,,,MARCELA_CANAA@OUTLOOK.COM,,,5611203
156,156,28,36068035,1,0,1,INOVA PRODUCOES,2,2020-01-20,0,,,2020-01-20,"Serviços de organização de feiras, congressos, exposições e festas","7420004,5912099,7420001",RUA,RUA SINHA DE ALCANTARA,520,CASA CASA;CASA CASA;CASA CASA;CASA CASA,DIVISAO,63400000.0,CE,1375,88.0,97771143.0,,,,,TIAGO200834@HOTMAIL.COM,,,8230001
157,157,29,36107181,1,5,1,UFV BR XI EQUIPAMENTOS LTDA.,2,2020-01-23,0,,,2020-01-23,Instalação de máquinas e equipamentos industriais,"3312102,3313999,4292802,6810202,7739099",ESTRADA,CEDRO,S/N,,DISTRITO ASSUNCAO,63400000.0,CE,1375,11.0,38863941.0,,,,,JULIO.SILVA@GREENYELLOW.COM.BR,,,3321000
158,158,30,36113774,1,76,1,GALERIA DOS SALGADOS,2,2020-01-23,0,,,2020-01-23,"Lanchonetes, casas de chá, de sucos e similares",4723700,RUA,SENADOR JOAO TOME,36,,CENTRO,63400000.0,CE,1375,88.0,99333705.0,,,,,ANTONIOCARLOS2625@GMAIL.COM,,,5611203
159,159,31,36285800,1,43,1,FOTOGRAFO DO BEM,2,2020-02-06,0,,,2020-02-06,"Atividades de produção de fotografias, exceto aérea e submarina",,RUA,21 DE OUTUBRO,1280,,ALTO DO PADEIRO,63400000.0,CE,1375,88.0,94942541.0,,,,,RENANCASTAGNOLI@GMAIL.COM,,,7420001
160,160,32,36337691,1,60,1,CASA DE FRIOS LUCCA,2,2020-02-11,0,,,2020-02-11,Comércio varejista de carnes - açougues,"4712100,4721103,4722902,4723700",RUA,DR GUEDES MARTINS,29,LETRA A,CENTRO,63400000.0,CE,1375,88.0,96315868.0,,,,,DIOGOMORAL@HOTMAIL.COM,,,4722901
